"geoid","measure","year","value"
"51001090100","material_deprivation_indicator",2015,0.180464324714671
"51001090200","material_deprivation_indicator",2015,0.140270736578961
"51001090300","material_deprivation_indicator",2015,0.188382302163362
"51001090400","material_deprivation_indicator",2015,0.274705494665033
"51001090500","material_deprivation_indicator",2015,0.216839255940908
"51001090600","material_deprivation_indicator",2015,0.243240287275546
"51001090700","material_deprivation_indicator",2015,0.190492830178197
"51001090800","material_deprivation_indicator",2015,0.229556590671446
"51001980100","material_deprivation_indicator",2015,NA
"51001980200","material_deprivation_indicator",2015,NA
"51001990100","material_deprivation_indicator",2015,NA
"51001990200","material_deprivation_indicator",2015,NA
"51003010100","material_deprivation_indicator",2015,0.151799027942922
"51003010201","material_deprivation_indicator",2015,0.041881731647343
"51003010202","material_deprivation_indicator",2015,0.0173787997004511
"51003010300","material_deprivation_indicator",2015,0.0984690409569735
"51003010401","material_deprivation_indicator",2015,0.164424728418676
"51003010402","material_deprivation_indicator",2015,0.0843134385193282
"51003010500","material_deprivation_indicator",2015,0.208720034321859
"51003010601","material_deprivation_indicator",2015,0.201380073346518
"51003010602","material_deprivation_indicator",2015,0.11313975963718
"51003010700","material_deprivation_indicator",2015,0.232039025118221
"51003010800","material_deprivation_indicator",2015,0.288811356995129
"51003010901","material_deprivation_indicator",2015,0.369696007424683
"51003010902","material_deprivation_indicator",2015,0.401130069770618
"51003010903","material_deprivation_indicator",2015,0.596839812034123
"51003011000","material_deprivation_indicator",2015,0.0426151869679719
"51003011100","material_deprivation_indicator",2015,0.0762030749494758
"51003011201","material_deprivation_indicator",2015,0.128755432397336
"51003011202","material_deprivation_indicator",2015,0.0603219088751961
"51003011301","material_deprivation_indicator",2015,0.100730571123314
"51003011302","material_deprivation_indicator",2015,0.365711065486784
"51003011303","material_deprivation_indicator",2015,0.213163627252223
"51003011400","material_deprivation_indicator",2015,0.188283423845316
"51005070100","material_deprivation_indicator",2015,0.239458425773515
"51005080100","material_deprivation_indicator",2015,0.0769220275812882
"51005080201","material_deprivation_indicator",2015,0.0951406516448671
"51005080202","material_deprivation_indicator",2015,0.0848531220391871
"51005080301","material_deprivation_indicator",2015,0.112738719717029
"51005080302","material_deprivation_indicator",2015,0.0773745763904874
"51007930100","material_deprivation_indicator",2015,0.0666682333387281
"51007930200","material_deprivation_indicator",2015,0.123547454262335
"51009010100","material_deprivation_indicator",2015,0.150642933196061
"51009010200","material_deprivation_indicator",2015,0.160476309479762
"51009010300","material_deprivation_indicator",2015,0.0556563791240133
"51009010401","material_deprivation_indicator",2015,0.154554811486235
"51009010402","material_deprivation_indicator",2015,0.143321819799223
"51009010502","material_deprivation_indicator",2015,0.300686793796914
"51009010503","material_deprivation_indicator",2015,0.274905877747003
"51009010504","material_deprivation_indicator",2015,0.147302808804788
"51009010600","material_deprivation_indicator",2015,0.203421212714471
"51011040100","material_deprivation_indicator",2015,0.136534924325029
"51011040200","material_deprivation_indicator",2015,0.131926884080308
"51011040300","material_deprivation_indicator",2015,0.0964044538149592
"51013100100","material_deprivation_indicator",2015,0.0724149224925043
"51013100200","material_deprivation_indicator",2015,0.0861923275311261
"51013100300","material_deprivation_indicator",2015,0.0311984200271992
"51013100400","material_deprivation_indicator",2015,0.0366308202614223
"51013100500","material_deprivation_indicator",2015,0.161346533810873
"51013100600","material_deprivation_indicator",2015,0.178530249778422
"51013100700","material_deprivation_indicator",2015,0.0994173103638399
"51013100800","material_deprivation_indicator",2015,0.16416490746582
"51013100900","material_deprivation_indicator",2015,0.162790731604367
"51013101000","material_deprivation_indicator",2015,0.12410926144214
"51013101100","material_deprivation_indicator",2015,0.128583037303566
"51013101200","material_deprivation_indicator",2015,0.234920366564805
"51013101300","material_deprivation_indicator",2015,0.138586760597062
"51013101401","material_deprivation_indicator",2015,0.297473558591439
"51013101402","material_deprivation_indicator",2015,0.262374563168436
"51013101403","material_deprivation_indicator",2015,0.426974009876092
"51013101404","material_deprivation_indicator",2015,0.402931073317354
"51013101500","material_deprivation_indicator",2015,0.281179887504132
"51013101601","material_deprivation_indicator",2015,0.274094986268324
"51013101602","material_deprivation_indicator",2015,0.395277356760917
"51013101603","material_deprivation_indicator",2015,0.419326526233162
"51013101701","material_deprivation_indicator",2015,0.389352024909257
"51013101702","material_deprivation_indicator",2015,0.448552252383072
"51013101703","material_deprivation_indicator",2015,0.300786016558935
